"strains.ID_strains","strains.Culture collection no.","strains.Species","strains.Strain Designation","strains_tax_PNU.Species","strains_tax_PNU.Full Scientific Name (LPSN)","strains_tax_PNU.ID_reference","strains_taxid.tax_id","strains_taxid.tax_level","culture_temp.Temperature","culture_temp.ID_reference","culture_pH.pH","culture_pH.ID_reference","met_antibiogram_v2.Incubation temperature [°C]","met_antibiogram_v2.Oxygen condition","met_antibiogram_v2.ID_reference","oxygen_tolerance.Oxygen tolerance","oxygen_tolerance.ID_reference","nutrition_type.Nutrition type","nutrition_type.ID_reference","sequence_genomes.INSDC accession","sequence_genomes.BV-BRC accession","sequence_genomes.IMG accession","sequence_genomes.ID_reference","GC_content.GC-content","GC_content.ID_reference"
132403,"DSM 100673, JCM 30900, JAMH 043","Shimia abyssi","","Shimia abyssi","Shimia abyssi (Nogi et al. 2016) Wirth and Whitman 2018",20215,1662395,"species","10-30",43825,"6.5-9.5",43825,NA,NA,NA,"obligate aerobe",43825,"chemoorganotroph",43825,"GCA_003014475",1662395.5,2728369514,66792,"58",24192
132354,"DSM 103429, CGMCC 1.13007, KCTC 42631","Silvibacterium dinghuense","DHOF10","Silvibacterium dinghuense","Silvibacterium dinghuense (Jiang et al. 2016) Zhang et al. 2022",20215,1560006,"species","10-37",43829,"3.5-8",43829,NA,NA,NA,"aerobe",43829,"chemoheterotroph",43829,"GCA_004123295",1560006.3,2882000052,66792,"56.3",43829
17906,"DSM 21679, BCRC 17597, JCM 13881","Simiduia agarivorans","SA1","Simiduia agarivorans","Simiduia agarivorans Shieh et al. 2008",20215,447471,"species","28",15881,"07-10",32355,NA,NA,NA,"aerobe",32355,"chemoorganotroph",28584,"GCA_000305785",1117647.4,2519103097,66792,"55.6",15881
11943,"DSM 18658, ATCC BAA-1392, VKM B-2454","Singulisphaera acidiphila","MOB10","Singulisphaera acidiphila","Singulisphaera acidiphila Kulichevskaya et al. 2008",20215,466153,"species","28",7641,"4.2-7.5",32505,NA,NA,NA,"microaerophile",7641,"chemoorganotroph",28725,"",886293.4,NA,66792,"59.9",32505
170936,"KCTC 72000, NBRC 113698, CAU 1509","Sinimarinibacterium arenosum","","Sinimarinibacterium arenosum","Sinimarinibacterium arenosum Kim et al. 2020",20215,NA,"","20-37",69665,"7-8.5",69665,NA,NA,NA,"aerobe",69665,"chemoheterotroph",69665,"GCA_005047655",2562283.3,2890017862,69665,"63.2",69665
133315,"IBRC-M10915, LMG 28547","Soortia roseihalophila","Bsw-2b","Soortia roseihalophila","Soortia roseihalophila Amoozegar et al. 2017",20215,1889947,"species","28-34",25161,"6.0-8.0",25161,NA,NA,NA,"aerobe",25161,"heterotroph",25161,"",NA,NA,NA,"40.5",25161
169101,"BCRC 81097, LMG 30309, KCTC 62189T, KCTC 62189","Sphingobium algorifonticola","TLA-22","Sphingobium algorifonticola","Sphingobium algorifonticola Chen et al. 2020",20215,2008318,"species","10-37",69670,"5.5-7.5",69670,NA,NA,NA,"aerobe",125439,"chemoheterotroph",69670,"GCA_004005485",2008318.4,2881008736,66792,"63.2",69670
166537,"BCRC 81096, LMG 30311, KCTC 62190","Sphingomonas crocodyli","CCP-7","Sphingomonas crocodyli","Sphingomonas crocodyli Sheu et al. 2019",20215,1979270,"species","20-35",67896,"5.5-8",67896,NA,NA,NA,"aerobe",67896,"chemoheterotroph",67896,"GCA_004005865",1979270.4,2885422354,67896,"64.5",67896
133291,"BCRC 80911, LMG 29002, KCTC 42741","Sphingomonas piscinae","LYH-20","Sphingomonas piscinae","Sphingomonas piscinae Chen et al. 2016",20215,1664572,"species","15.0-40.0",25088,"5.0-9.0",25088,NA,NA,NA,"aerobe",25088,"chemoorganotroph",25088,"",NA,NA,NA,"67.5",25088
132650,"DSM 103336, CGMCC 1.15645","Sphingomonas prati","W18RD","Sphingomonas prati","Sphingomonas prati Manandhar et al. 2016",20215,1843237,"species","4-30",24961,"5.0-10.0",24961,NA,NA,NA,"aerobe",24961,"chemoheterotroph",24961,"GCA_014643515",1843237.5,8113183392,66792,"66.4",24961
133174,"JCM 31012, BCRC 80916","Spongiibacter taiwanensis","SPT1","Spongiibacter taiwanensis","Spongiibacter taiwanensis Jean et al. 2016",20215,1748242,"species","4-37",24950,"6.0-10.0",24950,NA,NA,NA,"aerobe",24950,"heterotroph",24950,"GCA_023702635",1748242.3,8055793758,66792,"57.9",24950
140261,"DSM 28179, VKM B-2948","Sporosalibacterium tautonense","MRo-4","Sporosalibacterium tautonense","Sporosalibacterium tautonense Podosokorskaya et al. 2017",20215,1859103,"species","50",43213,"7.0-8.8",43213,NA,NA,NA,"obligate anaerobe",43213,"organotroph",43213,"",NA,NA,NA,"32.9",43213
65,"DSM 5901, ATCC 43931, AUCM B-1552, BKM B-1552, DSM 3699, VKM B-1552","Stella vacuolata","","Allostella vacuolata","Allostella vacuolata (Vasilyeva 1985) Deshmukh and Oren 2025",20215,217070,"species","28",2353,"7",23248,NA,NA,NA,"microaerophile",23248,"chemoorganotroph",23248,"GCA_006739055",217070.3,2883517513,66792,"73.50",23248
159082,"DSM 100215, LMG 29790","Stieleria maiorica","Malle 15, Mal15","Stieleria maiorica","Stieleria maiorica Kallscheuer et al. 2021",20215,2795974,"species","28",65905,"5.5-9.0",69660,NA,NA,NA,"obligate aerobe",69660,"heterotroph",69660,"GCA_008035925",2026780.183,2994806493,66792,"59.3",69660
167975,"NBRC 114304, TBRC 11341, DSM 114153","Streptomyces acidicola","K1PN6","Streptomyces acidicola","Streptomyces acidicola Lipun et al. 2020",20215,2596892,"species","28",68790,"5-10",69653,NA,NA,NA,"obligate aerobe",125439,"heterotroph",69653,"GCA_009377235",2596892.3,8023503033,66792,"70.3",69653
133137,"NRRL B-24728, ICMP 17783","Streptomyces pini","PL19","Streptomyces pini","Streptomyces pini Madhaiyan et al. 2016",20215,1520580,"species","25.0-45.0",24902,"6.0-11.0",24902,NA,NA,NA,"aerobe",24902,"chemoorganotroph",24902,"GCA_900114215",1520580.4,2654587880,66792,"69.5",24902
105,"DSM 6222","Succinispira mobilis","19gly1","Succinispira mobilis","Succinispira mobilis Janssen and O'Farrell 1999",20215,78120,"species","35",2544,"6.7-8.5",22967,NA,NA,NA,"anaerobe",2544,"chemoorganotroph",22967,"GCA_000384135",1069080.9,2517093043,66792,"36.0",2544
133158,"JCM 31093, LMG 29156","Sulfitobacter faviae","S5-53","Sulfitobacter faviae","Sulfitobacter faviae Kumari et al. 2016",20215,1775881,"species","10.0-40.0",24933,"6.0-10.0",24933,NA,NA,NA,"aerobe",24933,"heterotroph",24933,"",NA,NA,NA,"61",24933
140590,"InaCC Ar79, JCM 31740","Sulfodiicoccus acidiphilus","HS-1","Sulfodiicoccus acidiphilus","Sulfodiicoccus acidiphilus Sakai and Kurosawa 2017",20215,1670455,"species","65-70",43238,"1.4-5.5",43238,NA,NA,NA,"aerobe",43238,"heterotroph",43238,"GCA_014648235",1670455.11,8062129157,66792,"52",43238
132623,"DSM 102939, NBRC 111889, aks 1","Sulfuriflexus mobilis","","Sulfuriflexus mobilis","Sulfuriflexus mobilis Kojima and Fukui 2016",20215,1811807,"species","30-32",43156,"6.4-8.7",43156,NA,NA,NA,"anaerobe",43156,"chemolithoautotroph",43156,"",NA,NA,NA,"53",24412
158817,"JCM 32117, InaCC Ar81","Sulfurisphaera javensis","KD-1","Sulfurisphaera javensis","Sulfurisphaera javensis Tsuboi et al. 2018",20215,2049879,"species","60-90",65581,"2.5-6.0",65581,NA,NA,NA,"facultative anaerobe",65581,"organotroph",65581,"",NA,NA,NA,"30.6",65581
140281,"DSM 103923, NBRC 112474","Sulfuritortus calidifontis","J1A","Sulfuritortus calidifontis","Sulfuritortus calidifontis Kojima et al. 2017",20215,1914471,"species","45",43215,"6.2-8.7",43215,NA,NA,NA,"facultative anaerobe",43215,"chemolithoautotroph",43215,"GCA_003967275",1914471.3,2836985240,66792,"66",42888
132090,"DSM 19611, NBRC 102602","Sulfurovum denitrificans","eps51","Sulfurovum denitrificans","Sulfurovum denitrificans Mori et al. 2018",20215,2201018,"species","30",23880,"7",66571,NA,NA,NA,"facultative anaerobe",66571,"chemolithoautotroph",66571,"",NA,NA,NA,"40.0",23880
140,"DSM 23630, VKM B-2570","Telmatobacter bradus","TPB6017","Telmatobacter bradus","Telmatobacter bradus Pankratov et al. 2012",20215,474953,"species","22",17302,"3.0",22887,NA,NA,NA,"anaerobe",17302,"chemoorganotroph",22887,"GCA_048629425",NA,NA,124043,"57.6",17302
159905,"DSM 100343, VKM B-2964","Tenuifilum thalassicum","38H-Str., 38H-str","Tenuifilum thalassicum","Tenuifilum thalassicum Podosokorskaya et al. 2021",20215,2590900,"species","50",66809,"4-9",69634,NA,NA,NA,"obligate anaerobe",69634,"chemoorganoheterotroph",69634,"GCA_013265555",2590900.3,2910038581,69634,"38.3",69634
132590,"DSM 28123, VKM B-2949","Tepidibacillus infernus","MBL-TLP","Tepidibacillus infernus","Tepidibacillus infernus Podosokorskaya et al. 2016",20215,1806172,"species","50",43090,"5.6-8.8",43090,NA,NA,NA,"aerotolerant",43090,"organotroph",43090,"",NA,NA,NA,"35.4",43090
166324,"CGMCC 1.13573, KCTC 62782","Tepidiphilus baoligensis","B18-69","Tepidiphilus baoligensis","Tepidiphilus baoligensis Zhang et al. 2020",20215,2698687,"species","35-60",68296,"6-9.5",68296,NA,NA,NA,"aerobe",68296,"chemoorganotroph",68296,"GCA_042654425",NA,NA,124043,"64.6",68296
24757,"DSM 15152, ATCC 39867","Teredinibacter turnerae","T7902","Teredinibacter turnerae","Teredinibacter turnerae Distel et al. 2002",20215,2426,"species","28",20855,"6-10.5",43378,NA,NA,NA,"aerobe",43378,"chemoheterotroph",43378,"GCA_000379165",1056820.3,2513237099,66792,"49-51",20855
24754,"DSM 15142","Teredinibacter turnerae","T7901","Teredinibacter turnerae","Teredinibacter turnerae Distel et al. 2002",20215,2426,"species","28",20852,"8.5",43378,NA,NA,NA,"aerobe",43378,"chemoheterotroph",43378,"GCA_000023025",377629.3,644736410,66792,"49-51",43378
24759,"DSM 15175","Teredinibacter turnerae","T8402","Teredinibacter turnerae","Teredinibacter turnerae Distel et al. 2002",20215,2426,"species","28",20857,"6-10.5",43378,NA,NA,NA,"aerobe",43378,"chemoheterotroph",43378,"GCA_000381645",1073969.3,2519899652,66792,"49-51",43378
140539,"KACC 18695, JCM 31189","Thalassotalea crassostreae","LPB0090","Thalassotalea crassostreae","Thalassotalea crassostreae Choi et al. 2017",20215,1763536,"species","25",43326,"5-7.5",43326,NA,NA,NA,"aerobe",43326,"chemoorganotroph",43326,"GCA_001831495",NA,2718218024,66792,"38.8",43326
133279,"BCRC 80910, LMG 29001, KCTC 42743","Thalassotalea euphylliae","Eup-16","Thalassotalea euphylliae","Thalassotalea euphylliae Sheu et al. 2016",20215,1655234,"species","25.0-30.0",25120,"7.5-9.0",25120,NA,NA,NA,"aerobe",25120,"chemoorganotroph",25120,"GCA_042682785",NA,NA,124043,"43.2",25120
133172,"LMG 24827, BCRC 17940","Thalassotalea montiporae","CL-22","Thalassotalea montiporae","Thalassotalea montiporae Chen et al. 2016",20215,570280,"species","30",24947,"6.5-7.0",24947,NA,NA,NA,"aerobe",24947,"chemoorganotroph",24947,"",NA,NA,NA,"41.2",24947
18040,"DSM 12885, JCM 10246, ATCC 700841","Thermaerobacter marianensis","7p75a","Thermaerobacter marianensis","Thermaerobacter marianensis Takai et al. 1999",20215,73919,"species","75",4853,"5.4-9.5",43371,NA,NA,NA,"obligate aerobe",43371,"heterotroph",43371,"GCA_000184705",644966.3,649633101,66792,"72.5",4853
525,"DSM 19557, ATCC BAA-1533","Thermocrinis minervae","CR11","Thermocrinis minervae","Thermocrinis minervae Caldwell et al. 2010",20215,381751,"species","75",8174,"4.8",23130,NA,NA,NA,"microaerophile",8174,"chemolithotroph",23130,"GCA_900142435",381751.3,2698536703,66792,"40.3",8174
132647,"DSM 101864, MCCC 1A01871","Thermodesulfatator autotrophicus","S606","Thermodesulfatator autotrophicus","Thermodesulfatator autotrophicus Lai et al. 2016",20215,1795632,"species","50.0-80.0",24932,"5.5-8.0",24932,NA,NA,NA,"obligate anaerobe",24932,"chemolithoautotroph",24932,"GCA_001642325",1795632.6,2744054635,66792,"43.1",24932
133068,"DSM 102936, VKM B-2961","Thermodesulfitimonas autotrophica","SF97","Thermodesulfitimonas autotrophica","Thermodesulfitimonas autotrophica Slobodkina et al. 2017",20215,1894989,"species","45.0-72.0",25213,"5.5-8.5",25213,NA,NA,NA,"anaerobe",25213,"chemolithoautotroph",25213,"GCA_003815015",1894989.3,2786546166,66792,"55.8",25213
140262,"DSM 102892, VKM B-3043","Thermodesulfobium acidiphilum","3127-1","Thermodesulfobium acidiphilum","Thermodesulfobium acidiphilum Frolov et al. 2017",20215,1794699,"species","54",43216,"3.7-6.5",43216,NA,NA,NA,"obligate anaerobe",43216,"chemolithoautotroph",43216,"GCA_003057965",1794699.3,8062847939,66792,"33.7",43216
140665,"JCM 19131, CCTCC AB 2014030","Thermoflexus hugenholtzii","JAD2","Thermoflexus hugenholtzii","Thermoflexus hugenholtzii Dodsworth et al. 2014",20215,1495650,"species","72.5-75",43390,"6.5-7.75",43390,NA,NA,NA,"microaerophile",43390,"chemoheterotroph",43390,"GCA_900187885",877466.5,2140918011,67770,"69.3",43390
132428,"DSM 22663, VKM B-2946","Thermogladius calderae","1633","Thermogladius calderae","Thermogladius calderae Kochetkova et al. 2016",20215,1200300,"species","80-95",43763,"6.5-8.2",43763,NA,NA,NA,"obligate anaerobe",43763,"organoheterotroph",43763,"GCA_000264495",1184251.4,2521172705,66792,"55.64",24217
4205,"DSM 11486","Thermosphaera aggregans","M11TL","Thermosphaera aggregans","Thermosphaera aggregans Huber et al. 1998",20215,54254,"species","85",4384,"5.0-7.0",23228,NA,NA,NA,"anaerobe",4384,"heterotroph",23228,"GCA_000092185",633148.11,646564583,66792,"46",4384
140842,"NBRC 111777, BCCM/LMG 29329","Thermosporothrix narukonensis","F4","Thermosporothrix narukonensis","Thermosporothrix narukonensis Yabe et al. 2016",20215,1445971,"species","30-60",43645,"4.9-9.5",43645,NA,NA,NA,"aerobe",43645,"heterotroph",43645,"",NA,NA,NA,"52.5",43645
140938,"JCM 19992, VKM B-2881","Thermostilla marina","SVX8","Thermostilla marina","Thermostilla marina Slobodkina et al. 2016",20215,1742923,"species","30-68",43826,"5-9",43826,NA,NA,NA,"facultative anaerobe",43826,"chemoorganotroph",43826,"",NA,NA,NA,"58.5",67770
17068,"DSM 13995, JCM 10881, ATCC BAA-488","Thermotoga petrophila","RKU-1","Thermotoga petrophila","Thermotoga petrophila Takahata et al. 2001",20215,93929,"species","80",5208,"5.2-9",43376,NA,NA,NA,"anaerobe",5208,"heterotroph",43376,"GCA_000016785",390874.12,640427150,66792,"46.6",5208
158274,"DSM 103712","Thioclava sediminum","ElOx 9","Thioclava sediminum","Thioclava sediminum Liu et al. 2017",20215,1549850,"species","30",64933,"4.5-8.5",65564,NA,NA,NA,"anaerobe",65564,"autotroph",65564,"",NA,NA,NA,"63.8",65564
166194,"NBRC 112315, BCRC 81110","Thiomicrorhabdus aquaedulcis","HaS4","Thiomicrorhabdus aquaedulcis","Thiomicrorhabdus aquaedulcis Kojima and Fukui 2019",20215,2211106,"species","0-25",68008,"6.2-8.8",68008,NA,NA,NA,"aerobe",68008,"chemolithoautotroph",68008,"GCA_004001325",2211106.3,2839896438,68008,"45.3",68008
11931,"DSM 13458, ATCC 700955","Thiomicrorhabdus arctica","SVAL-E","Thiomicrorhabdus arctica","Thiomicrorhabdus arctica (Knittel et al. 2005) Boden et al. 2017",20215,131540,"species","15",5050,"6.5-9.0",31345,NA,NA,NA,"aerobe",31345,"chemolithoautotroph",43182,"GCA_000381085",1123514.3,2522572127,66792,"42.4",5050
132628,"DSM 100274, JCM 30760, MAS 2","Thiomicrorhabdus hydrogeniphila","","Thiomicrorhabdus hydrogeniphila","Thiomicrorhabdus hydrogeniphila (Watsuji et al. 2016) Boden et al. 2017",20215,1572581,"species","2-40",43576,"5-8",43576,NA,NA,NA,"obligate aerobe",43576,"chemolithoheterotroph",43576,"",NA,NA,NA,"39.6",24417
11932,"DSM 13453, ATCC 700954","Thiomicrorhabdus psychrophila","SVAL-D","Thiomicrorhabdus psychrophila","Thiomicrorhabdus psychrophila (Knittel et al. 2005) Boden et al. 2017",20215,146829,"species","15",5049,"6.5-9.0",31345,NA,NA,NA,"aerobe",31345,"chemolithoautotroph",43182,"",NA,NA,NA,"42.5",5049
11910,"DSM 13739, CBS 100465","Thiomicrospira aerophila","AL3","Thiomicrospira aerophila","Thiomicrospira aerophila (Sorokin et al. 2001) Boden et al. 2017",20215,92245,"species","41",43182,"9.8-10.0",43182,NA,NA,NA,"obligate aerobe",43182,"chemolithoautotroph",43182,"GCA_000227665",717772.5,2506783063,66792,"64.9",5137
11912,"DSM 14477, JCM 11371, ALM 1","Thiomicrospira cyclica","","Thiomicrospira cyclica","Thiomicrospira cyclica (Sorokin et al. 2002) Boden et al. 2017",20215,147268,"species","28",5370,"9.5",43182,NA,NA,NA,"obligate aerobe",43182,"chemolithoautotroph",43182,"",NA,NA,NA,"49.6",5370
11913,"DSM 17327, UNIQEM U242","Thiomicrospira microaerophila","ASL8-2","Thiomicrospira microaerophila","Thiomicrospira microaerophila (Sorokin et al. 2007) Boden et al. 2017",20215,406020,"species","28",6895,"9",43182,NA,NA,NA,"microaerophile",6895,"chemolithoautotroph",43182,"GCA_000934765",406020.4,2593339162,66792,"45.6",43182
11911,"DSM 13740, NCCB 100000","Thiomicrospira sibirica","AL7","Thiomicrospira sibirica","Thiomicrospira sibirica (Sorokin et al. 2001) Boden et al. 2017",20215,92246,"species","30",5138,"9.8-10.0",43182,NA,NA,NA,"obligate aerobe",43182,"chemolithoautotroph",43182,"",NA,NA,NA,"64.2",5138
140546,"KCTC 15531, JCM 31245","Thiorhodococcus alkaliphilus","JA878","Thiorhodococcus alkaliphilus","Thiorhodococcus alkaliphilus Prathyash Ushus et al. 2017",20215,1752873,"species","27",43334,"10-11",43334,NA,NA,NA,"anaerobe",67771,"organotroph|photoautotroph",43334,"",NA,NA,NA,"62.4",43334
140939,"CGMCC 1.12944, JCM 30358","Tianweitania sediminis","Z8","Tianweitania sediminis","Tianweitania sediminis Han et al. 2016",20215,1502156,"species","20-35",43827,"6-8",43827,NA,NA,NA,"obligate aerobe",43827,"chemoheterotroph",43827,"GCA_017813335",1502156.3,2994093138,66792,"59.6",43827
158322,"DSM 101689, LMG 29740","Tritonibacter horizontis","O3.65","Tritonibacter horizontis","Tritonibacter horizontis Klotz et al. 2018",20215,1768241,"species","30",64998,"5.5-9",65345,NA,NA,NA,"aerobe",65345,"chemoorganoheterotroph",65345,"GCA_001518015",1768241.5,2788500136,66792,"61.5",64998
140719,"LMG 29571, VKM B-3044","Tundrisphaera lichenicola","P12","Tundrisphaera lichenicola","Tundrisphaera lichenicola Kulichevskaya et al. 2017",20215,2029860,"species","4-28",43497,"4.5-6.8",43497,NA,NA,NA,"obligate aerobe",43497,"chemoheterotroph",43497,"",NA,NA,NA,"61.2-62.2",43497
157132,"CCUG 69661, DSM 105045","Tuwongella immobilis","MBLW1","Tuwongella immobilis","Tuwongella immobilis Seeger et al. 2017",20215,692036,"species","30",63639,"6-10.5",65238,NA,NA,NA,"aerobe",63639,"chemoorganotroph",65238,"GCA_901538355",692036.5,2883404505,66792,"57",64967
133283,"BCRC 80903, LMG 28837, KCTC 42655","Uliginosibacterium paludis","KBP-13","Uliginosibacterium paludis","Uliginosibacterium paludis Chen et al. 2016",20215,1615952,"species","15.0-40.0",25098,"6.0-8.0",25098,NA,NA,NA,"aerobe",25098,"chemoheterotroph",25098,"GCA_040530065",NA,NA,124043,"64.1-66.1",25098
5658,"DSM 16195, CCUG 47093, KCTC 12104, KMM 3912, CIP 108343","Ulvibacter litoralis","","Ulvibacter litoralis","Ulvibacter litoralis Nedashkovskaya et al. 2004",20215,227084,"species","20",6318,"5.5-10",29967,NA,NA,NA,"aerobe",29967,"chemoorganotroph",26336,"GCA_900102055",227084.13,2675903215,66792,"36.7-38",29967
140831,"KACC 18501, NBRC 111520, UC 38","Variovorax humicola","","Variovorax humicola","Variovorax humicola Nguyen and Kim 2016",20215,1769758,"species","4-35",43629,"4-9",43629,NA,NA,NA,"aerobe",43629,"chemoautolithotroph",43629,"GCA_037889915",NA,NA,124043,"66.2",43629
132624,"DSM 101688, JCM 31027, TC 8","Varunaivibrio sulfuroxidans","","Varunaivibrio sulfuroxidans","Varunaivibrio sulfuroxidans Patwardhan and Vetriani 2016",20215,1773489,"species","30",43161,"4.5-8.5",43161,NA,NA,NA,"facultative anaerobe",43161,"chemoautotroph",43161,"GCA_004341725",1773489.15,2784746782,67770,"59.9",24413
140734,"CECT 9027, LMG 29724","Vibrio palustris","EAod9","Vibrio palustris","Vibrio palustris Lucena et al. 2017",20215,1918946,"species","26",43513,"7",43513,NA,NA,NA,"facultative anaerobe",43513,"chemoorganotroph",43513,"GCA_024346995",1918946.9,8051425420,66792,"43.4",43513
140735,"CECT 9026, LMG 29723","Vibrio spartinae","SMJ21","Vibrio spartinae","Vibrio spartinae Lucena et al. 2017",20215,1918945,"species","26",43513,"7",43513,NA,NA,NA,"facultative anaerobe",43513,"chemoorganotroph",43513,"GCA_024347135",1918945.11,8081912848,66792,"45.3",43513
132582,"DSM 29464, LMG 29035","Vicinamibacter silvestris","Ac_5_C6","Vicinamibacter silvestris","Vicinamibacter silvestris Huber et al. 2016",20215,1612172,"species","12-40",43580,"4.7-9",43580,NA,NA,NA,"aerobe",43580,"chemoorganoheterotroph",43580,"",NA,NA,NA,"65.9",43580
158595,"NCIMB 15042, MTCC 12686, DSM 103558, CECT 30270","Vicingus serpentipes","ANORD5","Vicingus serpentipes","Vicingus serpentipes Wiese et al. 2018",20215,1926625,"species","5-30",65308,"6.5-9",65308,NA,NA,NA,"aerobe",65308,"chemoheterotroph",65308,"GCA_007993035",1926625.3,2988973709,66792,"31",67695
1485,"DSM 18098, JCM 30551, LMG 23503, CECT 7163","Virgibacillus olivae","E30 8, E30 8","Virgibacillus olivae","Virgibacillus olivae Quesada et al. 2007",20215,340172,"species","30",7392,"4.0-8.0",23053,NA,NA,NA,"aerobe",23053,"heterotroph",23053,"",NA,NA,NA,"33.4",7392
140283,"DSM 102952, NCCB 100600","Vitiosangium cumulatum","MCy10943","Vitiosangium cumulatum","Vitiosangium cumulatum Awal et al. 2017",20215,1867796,"species","22-40",43219,"6.0-9.5",43219,NA,NA,NA,"aerobe",43219,"chemoheterotroph",43219,"",NA,NA,NA,"72.5",42890
140282,"DSM 102953, NCCB 100601","Vitiosangium subalbum","MCy10944","Vitiosangium subalbum","Vitiosangium subalbum Awal et al. 2017",20215,1867797,"species","18-37",43219,"5.5-9.0",43219,NA,NA,NA,"aerobe",43219,"chemoheterotroph",43219,"",NA,NA,NA,"74.6",42889
140141,"DSM 105718, BCRC 80912, KCTC 42742, LMG 29003","Vogesella facilis","TTM-24","Vogesella facilis","Vogesella facilis Sheu et al. 2016",20215,1655232,"species","15-37",43828,"6-8",43828,NA,NA,NA,"facultative anaerobe",43828,"chemoheterotroph",43828,"GCA_042648525",NA,NA,124043,"67.4",43828
1402,"DSM 14931, JCM 12998","Vulcanibacillus modesticaldus","BR","Vulcanibacillus modesticaldus","Vulcanibacillus modesticaldus L'Haridon et al. 2006",20215,337097,"species","45",5451,"6.0-8.5",23027,NA,NA,NA,"anaerobe",5451,"chemoorganoheterotroph",23027,"GCA_001730235",NA,2989110478,67770,"34.5",23027
159763,"KACC 18883, KCTC 52240, JCM 31383, IMCC 20180","Winogradskyella aurantiaca","","Winogradskyella aurantiaca","Winogradskyella aurantiaca Song et al. 2018",20215,2219558,"species","25",66699,"8.5",66699,NA,NA,NA,"aerobe",66699,"chemoheterotroph",66699,"GCA_003362725",2219558.3,2837482949,67770,"37.7",66699
